x; y; z; vx; vy; vz; phi; teta; psi; omegaX; omegaY; omegaZ
1.949418;0.958969;-0.071783;-2.010232;-0.656107;-2.529801;0.341110;3.027785;149.603870;-4.007934;-0.123095;-0.021209
1.961719;0.960740;-0.081480;-2.019745;-0.659965;-2.491602;0.341110;3.027785;149.855104;-4.001658;-0.123157;-0.017342
1.976273;0.975184;-0.058578;-2.029593;-0.689679;-2.506693;0.341110;3.027785;149.948939;-4.010053;-0.123074;-0.023814
1.986258;0.990415;-0.058451;-2.023777;-0.692690;-2.513754;0.341110;3.027785;149.984781;-4.016305;-0.123012;-0.028643
1.996953;1.003067;-0.053235;-2.020590;-0.683076;-2.529488;0.341110;3.027785;149.958775;-4.024099;-0.122934;-0.034596
2.003592;1.019038;-0.060990;-2.011858;-0.689700;-2.525144;0.341110;3.027785;149.952507;-4.026757;-0.122908;-0.036660
2.016010;1.036710;-0.059077;-2.019897;-0.694908;-2.523454;0.341110;3.027785;149.761445;-4.043397;-0.122742;-0.050474
2.028062;1.053003;-0.061397;-2.018515;-0.691006;-2.521248;0.341110;3.027785;149.641349;-4.045351;-0.122722;-0.051629
2.054282;1.084863;-0.071230;-2.024304;-0.696667;-2.520600;0.341110;3.027785;149.602636;-4.043501;-0.122741;-0.050080
2.068718;1.101971;-0.061645;-2.024612;-0.695004;-2.518491;0.341110;3.027785;149.436077;-4.053370;-0.122642;-0.057538
2.080995;1.114664;-0.058999;-2.023321;-0.691795;-2.522185;0.341110;3.027785;149.348217;-4.051234;-0.122663;-0.055901
2.104835;1.147591;-0.048742;-2.042130;-0.729172;-2.547554;0.341110;3.027785;149.237155;-4.053640;-0.122639;-0.057181
2.116255;1.163583;-0.056115;-2.024169;-0.699017;-2.549735;0.341110;3.027785;149.265693;-4.044224;-0.122734;-0.050019
2.122428;1.177495;-0.073692;-2.007747;-0.692267;-2.515498;0.341110;3.027785;149.466307;-4.028019;-0.122896;-0.037399
2.133974;1.196651;-0.073167;-2.007234;-0.697993;-2.495675;0.341110;3.027785;149.545257;-4.029853;-0.122878;-0.038900
2.145361;1.215434;-0.064100;-2.005838;-0.700462;-2.494997;0.341110;3.027785;149.635702;-4.026852;-0.122908;-0.036817
2.160163;1.232194;-0.058806;-2.014390;-0.697582;-2.502753;0.341110;3.027785;149.530810;-4.039730;-0.122779;-0.046940
2.172608;1.249802;-0.061596;-2.014286;-0.700762;-2.504600;0.341110;3.027785;149.453801;-4.041780;-0.122759;-0.048473
2.188075;1.265836;-0.063201;-2.017091;-0.694463;-2.505638;0.341110;3.027785;149.130389;-4.062847;-0.122546;-0.062844
2.198270;1.277865;-0.061764;-2.010408;-0.693772;-2.508406;0.341110;3.027785;148.787231;-4.073270;-0.122440;-0.071497
2.204614;1.292811;-0.058969;-1.996013;-0.702986;-2.518088;0.341110;3.027785;148.647022;-4.065289;-0.122520;-0.065593
2.213504;1.305764;-0.060677;-1.990389;-0.697928;-2.519270;0.341110;3.027785;148.296660;-4.080976;-0.122360;-0.078361
2.224413;1.320575;-0.064549;-1.991879;-0.708122;-2.511094;0.341110;3.027785;148.118240;-4.073858;-0.122433;-0.073196
2.238499;1.341415;-0.068180;-1.980820;-0.701851;-2.516729;0.341110;3.027785;147.891884;-4.073134;-0.122440;-0.073379
2.247361;1.352281;-0.059560;-1.974102;-0.698289;-2.523606;0.341110;3.027785;147.738737;-4.069540;-0.122476;-0.070362
2.255778;1.364952;-0.061559;-1.970324;-0.705250;-2.523717;0.341110;3.027785;147.680240;-4.061749;-0.122555;-0.064202
2.266486;1.377789;-0.060991;-1.972859;-0.707587;-2.522776;0.341110;3.027785;147.490149;-4.068503;-0.122487;-0.070381
2.279489;1.390086;-0.060613;-1.975622;-0.706513;-2.526312;0.341110;3.027785;147.277108;-4.071588;-0.122456;-0.072387
2.293357;1.404734;-0.050203;-1.979829;-0.715911;-2.551652;0.341110;3.027785;147.302024;-4.055269;-0.122621;-0.059308
2.302394;1.419633;-0.060260;-1.969577;-0.713016;-2.548823;0.341110;3.027785;147.352303;-4.047758;-0.122697;-0.053363
2.312861;1.432768;-0.059221;-1.968647;-0.708679;-2.546547;0.341110;3.027785;147.346763;-4.046985;-0.122705;-0.052787
2.325136;1.444523;-0.059363;-1.972134;-0.704779;-2.545506;0.341110;3.027785;147.300745;-4.047848;-0.122697;-0.053484
2.337295;1.456529;-0.058791;-1.973011;-0.705091;-2.548086;0.341110;3.027785;147.324334;-4.042056;-0.122755;-0.048930
2.349014;1.467961;-0.060632;-1.975815;-0.706271;-2.543377;0.341110;3.027785;147.477898;-4.029786;-0.122878;-0.038416
2.362607;1.478066;-0.069151;-1.979682;-0.699900;-2.524278;0.341110;3.027785;147.702526;-4.018775;-0.122988;-0.030110
2.370805;1.491404;-0.056347;-1.972321;-0.708109;-2.536174;0.341110;3.027785;147.927782;-4.012368;-0.123051;-0.025060
2.375062;1.499970;-0.062444;-1.957165;-0.688995;-2.532925;0.341110;3.027785;148.121827;-4.009860;-0.123076;-0.023917
2.384925;1.509985;-0.060546;-1.964190;-0.688078;-2.532137;0.341110;3.027785;148.268821;-4.010614;-0.123069;-0.024565
2.392650;1.521932;-0.059814;-1.965628;-0.693507;-2.531435;0.341110;3.027785;148.497662;-4.003598;-0.123138;-0.018566
2.399449;1.532703;-0.058414;-1.964020;-0.687023;-2.533428;0.341110;3.027785;148.725852;-4.000660;-0.123166;-0.016361
2.405185;1.542367;-0.056498;-1.963479;-0.681926;-2.537619;0.341110;3.027785;148.977127;-3.996637;-0.123206;-0.012756
2.405546;1.550534;-0.056355;-1.952459;-0.674276;-2.540446;0.341110;3.027785;149.371147;-3.983362;-0.123335;-0.001749
2.422635;1.562482;-0.060321;-1.990281;-0.676918;-2.530961;0.341110;3.027785;149.597193;-3.990156;-0.123268;-0.006904
2.429881;1.564049;-0.065874;-1.988438;-0.655170;-2.517947;0.341110;3.027785;149.922686;-3.982886;-0.123339;-0.002347
2.435965;1.571119;-0.055712;-1.991901;-0.665101;-2.528678;0.341110;3.027785;150.223532;-3.982095;-0.123346;-0.002042
2.445651;1.576205;-0.054115;-2.004296;-0.656660;-2.536940;0.341110;3.027785;150.341264;-3.994732;-0.123222;-0.011831
2.450376;1.581838;-0.053369;-2.002887;-0.657603;-2.545951;0.341110;3.027785;150.564331;-3.991038;-0.123259;-0.007977
2.456220;1.588212;-0.054273;-1.999353;-0.647327;-2.554632;0.341110;3.027785;150.602813;-4.005338;-0.123118;-0.017973
2.448542;1.598334;-0.059228;-1.985103;-0.647412;-2.558450;0.341110;3.027785;150.928385;-3.986734;-0.123301;-0.003920
2.442681;1.605711;-0.053636;-1.969571;-0.647489;-2.557676;0.341110;3.027785;151.394945;-3.972414;-0.123440;0.009794
2.446874;1.608392;-0.052396;-1.985545;-0.627148;-2.556898;0.341110;3.027785;151.424853;-3.998865;-0.123180;-0.012848
2.454213;1.610705;-0.050317;-2.006272;-0.628057;-2.564480;0.341110;3.027785;151.418717;-4.009095;-0.123080;-0.021380
2.446366;1.615027;-0.053099;-1.994196;-0.630559;-2.569022;0.341110;3.027785;152.048114;-3.967520;-0.123486;-0.006953
2.442555;1.619848;-0.052245;-1.989535;-0.626185;-2.566542;0.341110;3.027785;152.499156;-3.967738;-0.123483;-0.002045
2.455945;1.624070;-0.053631;-2.002468;-0.611506;-2.565635;0.341110;3.027785;152.961001;-3.958790;-0.123569;-0.000806
2.464893;1.630314;-0.053201;-2.016662;-0.608569;-2.565495;0.341110;3.027785;152.972004;-3.989775;-0.123266;-0.014578
